year,round,date,grandPrixId,officialName,careerRaceNumber,driverId,driverName,constructorId,positionRaw,laps,gridPosition,rankKeyTier,rankInRace,eloBefore,eloAfter,eloDelta,actualScore,expectedScore,kUsed,nParticipants
2009,15,2009-10-04,japan,2009 Formula 1 Fuji Television Japanese Grand Prix,818,sebastian-vettel,Sebastian Vettel,red-bull,1,53,1,0,1,1162.408145,1182.868839,20.460694,1.0,0.590786,50.0,20
2009,15,2009-10-04,japan,2009 Formula 1 Fuji Television Japanese Grand Prix,818,jarno-trulli,Jarno Trulli,toyota,2,53,2,0,2,1081.977465,1105.379375,23.40191,0.947368,0.47933,50.0,20
2009,15,2009-10-04,japan,2009 Formula 1 Fuji Television Japanese Grand Prix,818,lewis-hamilton,Lewis Hamilton,mclaren,3,53,3,0,3,1197.024356,1209.903783,12.879427,0.894737,0.637148,50.0,20
2009,15,2009-10-04,japan,2009 Formula 1 Fuji Television Japanese Grand Prix,818,kimi-raikkonen,Kimi Räikkönen,ferrari,4,53,5,0,4,1231.953279,1239.960958,8.007679,0.842105,0.681952,50.0,20
2009,15,2009-10-04,japan,2009 Formula 1 Fuji Television Japanese Grand Prix,818,nico-rosberg,Nico Rosberg,williams,5,53,7,0,5,1154.540744,1165.012204,10.47146,0.789474,0.580044,50.0,20
2009,15,2009-10-04,japan,2009 Formula 1 Fuji Television Japanese Grand Prix,818,nick-heidfeld,Nick Heidfeld,bmw-sauber,6,53,4,0,6,1146.97594,1155.335003,8.359063,0.736842,0.569661,50.0,20
2009,15,2009-10-04,japan,2009 Formula 1 Fuji Television Japanese Grand Prix,818,rubens-barrichello,Rubens Barrichello,brawn,7,53,6,0,7,1190.260257,1193.059652,2.799396,0.684211,0.628223,50.0,20
2009,15,2009-10-04,japan,2009 Formula 1 Fuji Television Japanese Grand Prix,818,jenson-button,Jenson Button,brawn,8,53,10,0,8,1201.38023,1200.816332,-0.563898,0.631579,0.642857,50.0,20
2009,15,2009-10-04,japan,2009 Formula 1 Fuji Television Japanese Grand Prix,818,robert-kubica,Robert Kubica,bmw-sauber,9,53,9,0,9,1114.414619,1117.135378,2.720759,0.578947,0.524532,50.0,20
2009,15,2009-10-04,japan,2009 Formula 1 Fuji Television Japanese Grand Prix,818,fernando-alonso,Fernando Alonso,renault,10,53,16,0,10,1223.794893,1216.525825,-7.269068,0.526316,0.671697,50.0,20
2009,15,2009-10-04,japan,2009 Formula 1 Fuji Television Japanese Grand Prix,818,heikki-kovalainen,Heikki Kovalainen,mclaren,11,53,11,0,11,1135.95831,1131.919683,-4.038626,0.473684,0.554457,50.0,20
2009,15,2009-10-04,japan,2009 Formula 1 Fuji Television Japanese Grand Prix,818,giancarlo-fisichella,Giancarlo Fisichella,ferrari,12,53,14,0,12,1016.418325,1017.986554,1.56823,0.421053,0.389688,50.0,20
2009,15,2009-10-04,japan,2009 Formula 1 Fuji Television Japanese Grand Prix,818,adrian-sutil,Adrian Sutil,force-india,13,53,8,0,13,903.510425,909.360554,5.850129,0.368421,0.251418,50.0,20
2009,15,2009-10-04,japan,2009 Formula 1 Fuji Television Japanese Grand Prix,818,vitantonio-liuzzi,Vitantonio Liuzzi,force-india,14,53,18,0,14,966.847343,966.352136,-0.495207,0.315789,0.325694,50.0,20
2009,15,2009-10-04,japan,2009 Formula 1 Fuji Television Japanese Grand Prix,818,kazuki-nakajima,Kazuki Nakajima,williams,15,53,15,0,15,1006.942275,1001.243535,-5.69874,0.263158,0.377133,50.0,20
2009,15,2009-10-04,japan,2009 Formula 1 Fuji Television Japanese Grand Prix,818,romain-grosjean,Romain Grosjean,renault,16,52,17,0,16,959.741178,954.422421,-5.318757,0.210526,0.316901,50.0,20
2009,15,2009-10-04,japan,2009 Formula 1 Fuji Television Japanese Grand Prix,818,mark-webber,Mark Webber,red-bull,17,51,PL,0,17,1152.790069,1131.802506,-20.987563,0.157895,0.577646,50.0,20
2009,15,2009-10-04,japan,2009 Formula 1 Fuji Television Japanese Grand Prix,818,jaime-alguersuari,Jaime Alguersuari,toro-rosso,DNF,43,12,1,18,958.563171,948.053613,-10.509558,0.105263,0.315454,50.0,20
2009,15,2009-10-04,japan,2009 Formula 1 Fuji Television Japanese Grand Prix,818,sebastien-buemi,Sébastien Buemi,toro-rosso,DNF,11,13,1,19,947.942997,935.447333,-12.495664,0.052632,0.302545,50.0,20
2009,15,2009-10-04,japan,2009 Formula 1 Fuji Television Japanese Grand Prix,818,timo-glock,Timo Glock,toyota,DNS,,,2,20,1156.578988,1127.437323,-29.141665,0.0,0.582833,50.0,20
